record_id,product_id,product_name,category,store_id,region,supplier_id,transaction_date,expiration_date,shelf_life_days,days_remaining_at_purchase,storage_temp,temp_deviation,base_price,cost_price,initial_quantity,spoilage_sensitivity,day_of_week,is_weekend,month,daily_demand,demand_variability,temp_abuse_events,distribution_hours,handling_score,packaging_score,spoilage_risk,was_spoiled,quality_grade,days_until_expiry,markdown_applied,discount_pct,selling_price,units_sold,units_wasted,waste_pct,revenue,waste_cost,profit,profit_margin_pct,supplier_score,is_promoted,mapped_shelf_life,life_ratio,mapped_ideal_temp,temp_diff
97,SEA_SAL_580,Salmon,Seafood,STORE_042,West,SUPPLIER_03,2023-09-29,2023-10-02,4,3,0.6,0.6,39.52,25.91,449,0.95,4,0,9,160,0.13,0,64.2,7,6,0.252,0,B,3,0,0.0,39.52,340,109,24.3,13436.8,2824.19,1803.21,13.4,9,0,4.5,0.6666666666666666,0.0,0.6
98,PHA_PRO_424,Probiotics,Pharmaceuticals,STORE_003,Midwest,SUPPLIER_20,2024-10-03,2025-10-29,529,391,5.5,0.5,48.18,28.39,481,0.85,3,0,10,1,0.35,0,38.1,7,6,0.228,1,B,390,0,0.0,48.18,336,145,30.1,16188.48,4116.55,2532.89,15.6,9,1,381.6,1.022012578616352,5.0,0.5
99,BAK_PAS_864,Pastries,Bakery,STORE_049,Northeast,SUPPLIER_04,2023-04-03,2023-04-08,5,5,20.0,0.0,7.77,4.73,472,0.5,0,0,4,127,0.17,0,58.6,8,6,0.191,0,B,3,0,0.0,7.77,422,50,10.6,3278.94,236.5,1046.38,31.9,9,0,4.5,0.6666666666666666,20.0,0.0
100,DAI_MIL_432,Milk,Dairy,STORE_024,Southeast,SUPPLIER_14,2023-02-27,2023-03-11,14,12,3.5,0.5,3.46,1.94,299,0.7,0,0,2,41,0.26,0,71.0,5,10,0.171,0,B,9,0,0.0,3.46,299,0,0.0,1034.54,0.0,454.48,43.9,6,0,17.5,0.5142857142857142,4.0,-0.5
101,SEA_SHR_279,Shrimp,Seafood,STORE_040,Midwest,SUPPLIER_08,2023-03-22,2023-03-27,6,5,-2.8,2.8,26.41,15.18,128,0.95,2,0,3,27,0.38,1,31.4,6,10,0.189,0,A,3,0,0.0,26.41,99,29,22.7,2614.59,440.22,671.55,25.7,9,0,4.5,0.6666666666666666,0.0,-2.8
103,DEL_HUM_406,Hummus,Deli,STORE_030,Southwest,SUPPLIER_10,2024-10-16,2024-10-23,9,7,3.3,0.7,6.79,3.5,257,0.75,2,0,10,36,0.46,0,63.1,9,5,0.239,0,B,6,0,0.0,6.79,164,93,36.2,1113.56,325.5,214.06,19.2,8,0,8.5,0.7058823529411765,4.0,-0.7000000000000002
104,MEA_CHI_490,Chicken,Meat,STORE_019,Northeast,SUPPLIER_10,2024-08-08,2024-08-14,8,6,-0.6,1.6,5.44,3.53,212,0.9,3,0,8,32,0.45,0,63.2,10,9,0.176,0,A,3,1,0.12,4.79,122,90,42.5,584.38,317.7,-163.98,-28.1,8,0,6.5,0.46153846153846156,1.0,-1.6
105,BAK_BRE_679,Bread,Bakery,STORE_039,Northeast,SUPPLIER_16,2024-12-03,2024-12-10,7,7,19.7,0.3,12.83,8.61,407,0.5,1,0,12,94,0.29,1,57.9,8,10,0.113,0,A,5,0,0.0,12.83,385,22,5.4,4939.55,189.42,1435.28,29.1,10,0,4.5,1.1111111111111112,20.0,-0.3000000000000007
106,PRO_BER_921,Berries,Produce,STORE_040,Midwest,SUPPLIER_09,2023-12-27,2024-01-05,10,9,8.8,0.8,5.74,3.54,347,0.6,2,0,12,45,0.39,0,47.4,6,8,0.182,0,B,8,0,0.0,5.74,347,0,0.0,1991.78,0.0,763.4,38.3,8,0,12.0,0.6666666666666666,8.0,0.8000000000000007
107,SEA_LOB_199,Lobster,Seafood,STORE_020,West,SUPPLIER_15,2024-10-04,2024-10-11,7,7,3.8,3.8,9.23,4.7,77,0.95,4,0,10,13,0.28,3,59.4,6,8,0.243,0,B,7,0,0.0,9.23,77,0,0.0,710.71,0.0,348.81,49.1,6,0,4.5,1.5555555555555556,0.0,3.8
108,MEA_POR_434,Pork,Meat,STORE_009,Northeast,SUPPLIER_18,2024-03-01,2024-03-06,5,5,1.3,0.3,22.53,11.48,266,0.9,4,0,3,72,0.4,0,40.1,6,7,0.183,1,B,4,0,0.0,22.53,186,80,30.1,4190.58,918.4,1136.9,27.1,8,0,6.5,0.6153846153846154,1.0,0.30000000000000004
109,BAK_DON_268,Donuts,Bakery,STORE_048,Southwest,SUPPLIER_11,2023-09-21,2023-09-25,5,4,20.5,0.5,12.46,6.73,48,0.5,3,0,9,10,0.43,0,66.7,5,7,0.226,0,B,4,0,0.0,12.46,42,6,12.5,523.32,40.38,200.28,38.3,6,0,4.5,0.8888888888888888,20.0,0.5
110,SEA_TIL_331,Tilapia,Seafood,STORE_026,West,SUPPLIER_18,2024-11-23,2024-11-28,7,5,-0.1,0.1,21.53,13.72,17,0.95,5,1,11,3,0.29,1,4.3,6,8,0.176,0,B,3,0,0.0,21.53,9,8,47.1,193.77,109.76,-39.47,-20.4,8,0,4.5,0.6666666666666666,0.0,-0.1
111,BAK_CRO_226,Croissants,Bakery,STORE_038,Southwest,SUPPLIER_13,2024-04-10,2024-04-13,4,3,16.2,3.8,12.69,8.66,65,0.5,2,0,4,28,0.12,2,47.0,4,10,0.199,0,B,2,0,0.0,12.69,47,18,27.7,596.43,155.88,33.53,5.6,10,0,4.5,0.4444444444444444,20.0,-3.8000000000000007
112,PRO_APP_125,Apples,Produce,STORE_040,Midwest,SUPPLIER_08,2024-09-26,2024-10-14,20,18,7.9,0.1,5.53,3.27,247,0.6,3,0,9,13,0.42,0,41.7,8,9,0.129,0,A,17,0,0.0,5.53,214,33,13.4,1183.42,107.91,375.73,31.7,9,0,12.0,1.4166666666666667,8.0,-0.09999999999999964
113,BAK_BAG_518,Bagels,Bakery,STORE_003,Midwest,SUPPLIER_10,2023-04-30,2023-05-03,3,3,20.1,0.1,14.95,6.5,130,0.5,6,1,4,84,0.42,0,62.8,5,8,0.185,0,B,0,1,0.62,5.68,130,0,0.0,738.4,0.0,-106.6,-14.4,8,0,4.5,0.0,20.0,0.10000000000000142
114,PHA_VAC_497,Vaccines,Pharmaceuticals,STORE_038,Southwest,SUPPLIER_05,2024-04-09,2025-02-05,409,302,9.9,4.9,444.43,265.09,436,0.85,1,0,4,5,0.3,1,66.0,4,10,0.272,1,B,299,0,0.0,444.43,305,131,30.0,135551.15,34726.79,19971.91,14.7,10,0,381.6,0.7835429769392033,5.0,4.9
115,BEV_MIL_517,Milk Alternatives,Beverages,STORE_024,Southeast,SUPPLIER_07,2023-10-14,2023-10-20,8,6,4.6,0.4,5.55,3.8,447,0.4,5,1,10,86,0.38,0,68.1,6,6,0.235,1,B,5,0,0.0,5.55,312,135,30.2,1731.6,513.0,33.0,1.9,9,0,18.5,0.2702702702702703,5.0,-0.40000000000000036
116,DEL_HAM_802,Ham,Deli,STORE_004,Southeast,SUPPLIER_13,2024-01-12,2024-01-21,11,9,4.6,0.6,7.86,5.43,495,0.75,4,0,1,63,0.22,0,19.5,4,9,0.173,0,B,7,0,0.0,7.86,329,166,33.5,2585.94,901.38,-101.91,-3.9,10,0,8.5,0.8235294117647058,4.0,0.5999999999999996
117,BEV_FRE_778,Fresh Juice,Beverages,STORE_002,Northeast,SUPPLIER_02,2023-08-06,2023-08-24,27,18,4.9,0.1,8.29,3.92,74,0.4,6,1,8,3,0.49,0,16.1,10,5,0.182,0,B,16,0,0.0,8.29,59,15,20.3,489.11,58.8,199.03,40.7,7,0,18.5,0.8648648648648649,5.0,-0.09999999999999964
118,REA_SAL_170,Salads,Ready_to_Eat,STORE_015,Southeast,SUPPLIER_11,2024-07-21,2024-07-23,2,2,1.7,2.3,15.07,9.59,315,0.9,6,1,7,290,0.35,0,61.9,8,6,0.234,0,B,0,1,0.46,8.14,315,0,0.0,2564.1,0.0,-456.75,-17.8,6,1,3.0,0.0,4.0,-2.3
119,DAI_YOG_979,Yogurt,Dairy,STORE_012,Northeast,SUPPLIER_04,2023-05-29,2023-06-05,9,7,6.3,2.3,8.61,3.51,17,0.7,0,0,5,4,0.14,1,37.6,8,8,0.192,0,A,6,0,0.0,8.61,17,0,0.0,146.37,0.0,86.7,59.2,9,0,17.5,0.34285714285714286,4.0,2.3
120,DEL_TUR_702,Turkey Slices,Deli,STORE_017,West,SUPPLIER_02,2023-11-28,2023-12-01,3,3,5.5,1.5,5.77,3.04,68,0.75,1,0,11,44,0.44,1,19.1,5,9,0.156,1,B,2,0,0.0,5.77,47,21,30.9,271.19,63.84,64.47,23.8,7,0,8.5,0.23529411764705882,4.0,1.5
121,MEA_LAM_559,Lamb,Meat,STORE_033,Southeast,SUPPLIER_08,2024-01-06,2024-01-09,4,3,2.6,1.6,23.91,9.88,411,0.9,5,1,1,260,0.28,1,63.7,8,10,0.177,0,A,3,0,0.0,23.91,411,0,0.0,9827.01,0.0,5766.33,58.7,9,0,6.5,0.46153846153846156,1.0,1.6
122,PHA_ANT_569,Antibiotics,Pharmaceuticals,STORE_031,Midwest,SUPPLIER_13,2024-10-20,2024-12-19,61,60,3.2,1.8,221.74,95.88,374,0.85,6,1,10,7,0.36,2,50.6,5,9,0.188,0,B,58,0,0.0,221.74,374,0,0.0,82930.76,0.0,47071.64,56.8,10,0,381.6,0.15199161425576518,5.0,-1.7999999999999998
123,BEV_FRE_182,Fresh Juice,Beverages,STORE_005,Southeast,SUPPLIER_05,2023-11-26,2023-12-20,26,24,7.8,2.8,4.2,2.48,290,0.4,6,1,11,17,0.4,3,58.6,8,6,0.218,0,B,24,0,0.0,4.2,290,0,0.0,1218.0,0.0,498.8,41.0,10,0,18.5,1.2972972972972974,5.0,2.8
124,DEL_PRE_711,Prepared Salads,Deli,STORE_033,Southeast,SUPPLIER_20,2024-06-27,2024-07-03,7,6,1.2,2.8,10.02,6.39,68,0.75,3,0,6,10,0.1,1,34.6,5,6,0.262,1,C,3,1,0.18,8.22,36,32,47.1,295.92,204.48,-138.6,-46.8,9,0,8.5,0.35294117647058826,4.0,-2.8
126,MEA_POR_537,Pork,Meat,STORE_010,West,SUPPLIER_16,2023-11-17,2023-11-23,7,6,5.4,4.4,6.34,4.12,57,0.9,4,0,11,8,0.14,0,53.6,7,7,0.276,0,B,5,0,0.0,6.34,40,17,29.8,253.6,70.04,18.76,7.4,10,0,6.5,0.7692307692307693,1.0,4.4
128,MEA_LAM_462,Lamb,Meat,STORE_019,Northeast,SUPPLIER_20,2024-11-12,2024-11-21,9,9,-0.1,1.1,11.25,4.85,269,0.9,1,0,11,34,0.42,1,48.9,4,10,0.164,0,B,9,0,0.0,11.25,269,0,0.0,3026.25,0.0,1721.6,56.9,9,0,6.5,1.3846153846153846,1.0,-1.1
131,BAK_CAK_459,Cakes,Bakery,STORE_037,Northeast,SUPPLIER_13,2023-01-07,2023-01-10,3,3,16.9,3.1,2.9,1.8,25,0.5,5,1,1,7,0.43,0,65.3,8,10,0.146,0,A,3,0,0.0,2.9,20,5,20.0,58.0,9.0,13.0,22.4,10,0,4.5,0.6666666666666666,20.0,-3.1000000000000014
132,MEA_GRO_643,Ground Beef,Meat,STORE_030,Southwest,SUPPLIER_11,2023-08-09,2023-08-15,9,6,1.1,0.1,8.15,4.02,176,0.9,2,0,8,18,0.16,0,53.2,10,7,0.194,0,A,3,1,0.21,6.44,83,93,52.8,534.52,373.86,-173.0,-32.4,6,0,6.5,0.46153846153846156,1.0,0.10000000000000009
133,REA_SOU_186,Soups,Ready_to_Eat,STORE_049,Northeast,SUPPLIER_20,2023-02-23,2023-02-25,2,2,1.9,2.1,5.65,2.4,236,0.9,3,0,2,180,0.44,0,13.2,7,8,0.167,0,B,0,1,0.62,2.15,236,0,0.0,507.4,0.0,-59.0,-11.6,9,0,3.0,0.0,4.0,-2.1
134,FRO_FRO_721,Frozen Dinners,Frozen_Meals,STORE_014,Northeast,SUPPLIER_17,2024-03-28,2024-11-21,272,238,-19.1,0.9,5.82,3.08,155,0.3,3,0,3,2,0.1,1,68.3,7,6,0.218,0,B,238,0,0.0,5.82,155,0,0.0,902.1,0.0,424.7,47.1,9,0,212.3,1.1210551106924163,-20.0,0.8999999999999986
136,BAK_PAS_885,Pastries,Bakery,STORE_021,Southeast,SUPPLIER_04,2023-05-21,2023-05-24,4,3,23.1,3.1,2.1,1.31,99,0.5,6,1,5,39,0.27,3,68.7,5,7,0.257,0,B,1,1,0.31,1.45,74,25,25.3,107.3,32.75,-22.39,-20.9,9,1,4.5,0.2222222222222222,20.0,3.1000000000000014
137,SEA_COD_645,Cod,Seafood,STORE_005,Southeast,SUPPLIER_13,2024-12-21,2024-12-23,3,2,-1.6,1.6,39.89,16.46,19,0.95,5,1,12,13,0.22,1,34.6,9,5,0.262,0,B,1,1,0.2,31.91,17,2,10.5,542.47,32.92,229.73,42.3,10,1,4.5,0.2222222222222222,0.0,-1.6
138,BEV_FRE_982,Fresh Juice,Beverages,STORE_037,Northeast,SUPPLIER_13,2023-11-17,2023-12-06,25,19,4.4,0.6,7.68,4.03,68,0.4,4,0,11,4,0.29,1,41.2,6,10,0.138,0,A,19,0,0.0,7.68,67,1,1.5,514.56,4.03,240.52,46.7,10,0,18.5,1.027027027027027,5.0,-0.5999999999999996
139,FRO_PIZ_432,Pizza,Frozen_Meals,STORE_024,Southeast,SUPPLIER_03,2023-06-25,2024-01-18,295,207,-18.4,1.6,10.99,4.75,233,0.3,6,1,6,0,0.17,0,19.4,10,6,0.166,0,A,206,0,0.0,10.99,0,233,100.0,0.0,1106.75,-1106.75,0.0,9,0,212.3,0.9703250117757889,-20.0,1.6000000000000014
140,REA_WRA_636,Wraps,Ready_to_Eat,STORE_048,Southwest,SUPPLIER_11,2023-03-22,2023-03-25,4,3,1.5,2.5,7.88,4.99,49,0.9,2,0,3,13,0.2,1,54.1,5,9,0.236,0,B,3,0,0.0,7.88,29,20,40.8,228.52,99.8,-15.99,-7.0,6,0,3.0,1.0,4.0,-2.5
141,PHA_BIO_216,Biologics,Pharmaceuticals,STORE_050,West,SUPPLIER_12,2024-06-27,2025-11-12,552,503,5.5,0.5,185.28,127.37,340,0.85,3,0,6,1,0.24,1,38.7,4,9,0.177,0,B,503,0,0.0,185.28,340,0,0.0,62995.2,0.0,19689.4,31.3,6,0,381.6,1.3181341719077568,5.0,0.5
142,SEA_SHR_205,Shrimp,Seafood,STORE_012,Northeast,SUPPLIER_20,2023-05-30,2023-06-03,4,4,2.6,2.6,13.66,8.58,48,0.95,1,0,5,14,0.41,1,39.5,9,8,0.177,0,A,4,0,0.0,13.66,48,0,0.0,655.68,0.0,243.84,37.2,9,0,4.5,0.8888888888888888,0.0,2.6
143,SEA_TIL_743,Tilapia,Seafood,STORE_044,Northeast,SUPPLIER_19,2024-05-20,2024-05-24,5,4,-3.2,3.2,31.79,22.12,175,0.95,0,0,5,56,0.18,1,59.7,10,6,0.261,0,A,1,1,0.27,23.21,102,73,41.7,2367.42,1614.76,-1503.58,-63.5,10,0,4.5,0.2222222222222222,0.0,-3.2
144,DEL_TUR_550,Turkey Slices,Deli,STORE_041,Midwest,SUPPLIER_10,2023-03-11,2023-03-18,10,7,4.4,0.4,15.15,8.75,190,0.75,5,1,3,24,0.14,0,54.3,6,6,0.247,0,B,7,0,0.0,15.15,190,0,0.0,2878.5,0.0,1216.0,42.2,8,0,8.5,0.8235294117647058,4.0,0.40000000000000036
145,PHA_INS_417,Insulin,Pharmaceuticals,STORE_004,Southeast,SUPPLIER_12,2024-04-17,2025-08-13,492,483,5.5,0.5,418.37,176.98,452,0.85,2,0,4,1,0.31,1,47.8,5,6,0.224,1,C,481,1,0.18,343.06,316,136,30.1,108406.96,24069.28,28412.0,26.2,6,0,381.6,1.260482180293501,5.0,0.5
146,MEA_TUR_708,Turkey,Meat,STORE_038,Southwest,SUPPLIER_18,2024-06-03,2024-06-09,9,6,2.6,1.6,24.08,14.97,31,0.9,0,0,6,3,0.29,2,27.9,4,10,0.203,0,B,3,1,0.22,18.78,13,18,58.1,244.14,269.46,-219.93,-90.1,8,0,6.5,0.46153846153846156,1.0,1.6
147,BEV_MIL_767,Milk Alternatives,Beverages,STORE_031,Midwest,SUPPLIER_17,2023-07-12,2023-07-25,17,13,2.5,2.5,3.21,1.34,62,0.4,2,0,7,8,0.1,3,22.3,7,9,0.15,0,A,11,0,0.0,3.21,62,0,0.0,199.02,0.0,115.94,58.3,9,0,18.5,0.5945945945945946,5.0,-2.5
148,DEL_DIP_186,Dips,Deli,STORE_003,Midwest,SUPPLIER_08,2024-05-31,2024-06-12,13,12,1.4,2.6,13.91,9.7,278,0.75,4,0,5,31,0.19,0,6.9,9,8,0.152,0,A,11,0,0.0,13.91,278,0,0.0,3866.98,0.0,1170.38,30.3,9,0,8.5,1.2941176470588236,4.0,-2.6
149,PHA_EYE_262,Eye Drops,Pharmaceuticals,STORE_025,Southwest,SUPPLIER_14,2024-01-08,2024-12-12,411,339,6.0,1.0,390.62,235.81,36,0.85,0,0,1,1,0.48,1,23.1,5,7,0.215,0,B,337,0,0.0,390.62,36,0,0.0,14062.32,0.0,5573.16,39.6,6,0,381.6,0.8831236897274632,5.0,1.0
150,DEL_HAM_437,Ham,Deli,STORE_019,Northeast,SUPPLIER_09,2023-04-07,2023-04-15,11,8,4.6,0.6,14.13,8.44,474,0.75,4,0,4,68,0.29,1,5.4,4,7,0.213,1,C,8,1,0.23,10.88,331,143,30.2,3601.28,1206.92,-399.28,-11.1,8,0,8.5,0.9411764705882353,4.0,0.5999999999999996
152,SEA_CRA_825,Crab,Seafood,STORE_042,West,SUPPLIER_11,2023-03-28,2023-03-31,4,3,0.7,0.7,38.09,22.89,434,0.95,1,0,3,162,0.13,0,66.1,7,6,0.255,0,B,3,0,0.0,38.09,434,0,0.0,16531.06,0.0,6596.8,39.9,6,0,4.5,0.6666666666666666,0.0,0.7
153,PHA_INS_761,Insulin,Pharmaceuticals,STORE_024,Southeast,SUPPLIER_01,2024-11-17,2025-10-16,463,333,3.6,1.4,190.86,86.67,119,0.85,6,1,11,0,0.46,1,11.1,6,8,0.197,0,B,332,0,0.0,190.86,0,119,100.0,0.0,10313.73,-10313.73,0.0,7,0,381.6,0.870020964360587,5.0,-1.4
154,DEL_PRE_296,Prepared Salads,Deli,STORE_005,Southeast,SUPPLIER_10,2023-08-20,2023-08-25,5,5,4.5,0.5,15.82,6.81,404,0.75,6,1,8,142,0.37,0,6.3,4,10,0.122,0,B,2,1,0.27,11.55,404,0,0.0,4666.2,0.0,1914.96,41.0,8,0,8.5,0.23529411764705882,4.0,0.5
155,PHA_BIO_639,Biologics,Pharmaceuticals,STORE_050,West,SUPPLIER_20,2023-02-08,2024-10-21,707,621,5.6,0.6,78.56,40.3,93,0.85,2,0,2,2,0.11,1,43.1,10,7,0.166,0,A,620,0,0.0,78.56,93,0,0.0,7306.08,0.0,3558.18,48.7,9,0,381.6,1.6247379454926625,5.0,0.5999999999999996
156,SEA_TIL_809,Tilapia,Seafood,STORE_003,Midwest,SUPPLIER_14,2024-10-01,2024-10-03,3,2,-1.4,1.4,21.48,13.23,237,0.95,1,0,10,108,0.21,0,9.2,10,10,0.13,0,A,0,1,0.51,10.53,237,0,0.0,2495.61,0.0,-639.9,-25.6,6,0,4.5,0.0,0.0,-1.4
157,REA_SUS_870,Sushi,Ready_to_Eat,STORE_020,West,SUPPLIER_16,2024-04-04,2024-04-06,2,2,7.7,3.7,16.75,7.67,357,0.9,3,0,4,309,0.2,1,24.7,9,8,0.184,0,A,2,0,0.0,16.75,357,0,0.0,5979.75,0.0,3241.56,54.2,10,0,3.0,0.6666666666666666,4.0,3.7
158,REA_WRA_572,Wraps,Ready_to_Eat,STORE_011,Southwest,SUPPLIER_07,2023-10-16,2023-10-19,4,3,4.9,0.9,15.42,6.81,138,0.9,0,0,10,48,0.14,0,46.9,8,9,0.173,0,A,3,0,0.0,15.42,138,0,0.0,2127.96,0.0,1188.18,55.8,9,0,3.0,1.0,4.0,0.9000000000000004
159,DAI_COT_592,Cottage Cheese,Dairy,STORE_046,West,SUPPLIER_17,2024-01-16,2024-02-06,22,21,1.6,2.4,10.51,5.1,400,0.7,1,0,1,37,0.26,0,70.4,6,8,0.217,0,B,19,0,0.0,10.51,400,0,0.0,4204.0,0.0,2164.0,51.5,9,0,17.5,1.0857142857142856,4.0,-2.4
161,DAI_BUT_154,Butter,Dairy,STORE_016,Southeast,SUPPLIER_13,2024-02-10,2024-02-26,21,16,2.1,1.9,11.95,6.12,24,0.7,5,1,2,0,0.15,4,64.0,7,9,0.196,0,A,13,0,0.0,11.95,0,24,100.0,0.0,146.88,-146.88,0.0,10,0,17.5,0.7428571428571429,4.0,-1.9
162,DEL_HAM_959,Ham,Deli,STORE_009,Northeast,SUPPLIER_02,2024-10-27,2024-11-04,8,8,5.6,1.6,8.02,5.2,366,0.75,6,1,10,56,0.43,1,56.3,7,7,0.203,0,B,6,0,0.0,8.02,366,0,0.0,2935.32,0.0,1032.12,35.2,7,0,8.5,0.7058823529411765,4.0,1.5999999999999996
163,SEA_TIL_822,Tilapia,Seafood,STORE_006,Southeast,SUPPLIER_01,2024-04-25,2024-04-30,5,5,2.3,2.3,17.47,11.36,290,0.95,3,0,4,76,0.49,0,17.9,7,8,0.176,0,B,2,1,0.25,13.1,260,30,10.3,3406.0,340.8,111.6,3.3,7,0,4.5,0.4444444444444444,0.0,2.3
164,REA_SOU_533,Soups,Ready_to_Eat,STORE_020,West,SUPPLIER_04,2023-04-24,2023-04-27,3,3,2.4,1.6,5.62,2.96,416,0.9,0,0,4,245,0.38,1,17.0,6,8,0.171,0,B,3,0,0.0,5.62,416,0,0.0,2337.92,0.0,1106.56,47.3,9,0,3.0,1.0,4.0,-1.6
165,REA_WRA_164,Wraps,Ready_to_Eat,STORE_041,Midwest,SUPPLIER_17,2023-04-24,2023-04-28,4,4,5.9,1.9,12.48,7.68,159,0.9,0,0,4,44,0.24,3,4.9,4,10,0.148,0,B,4,0,0.0,12.48,159,0,0.0,1984.32,0.0,763.2,38.5,9,0,3.0,1.3333333333333333,4.0,1.9000000000000004
167,MEA_TUR_657,Turkey,Meat,STORE_031,Midwest,SUPPLIER_02,2024-06-03,2024-06-05,3,2,2.6,1.6,17.71,12.3,139,0.9,0,0,6,59,0.25,2,56.9,4,6,0.303,1,C,1,1,0.26,13.11,72,67,48.2,943.92,824.1,-765.78,-81.1,7,0,6.5,0.15384615384615385,1.0,1.6
168,DAI_YOG_907,Yogurt,Dairy,STORE_047,Northeast,SUPPLIER_04,2023-03-11,2023-03-26,16,15,7.8,3.8,9.72,6.03,180,0.7,5,1,3,25,0.37,3,37.4,5,5,0.286,1,C,15,1,0.21,7.68,125,55,30.6,960.0,331.65,-125.4,-13.1,9,0,17.5,0.8571428571428571,4.0,3.8
169,SEA_SAL_460,Salmon,Seafood,STORE_050,West,SUPPLIER_15,2024-07-13,2024-07-17,4,4,-0.5,0.5,44.29,24.07,103,0.95,5,1,7,55,0.36,0,24.5,4,10,0.137,0,B,2,0,0.0,44.29,103,0,0.0,4561.87,0.0,2082.66,45.7,6,0,4.5,0.4444444444444444,0.0,-0.5
170,SEA_SAL_833,Salmon,Seafood,STORE_013,Northeast,SUPPLIER_02,2024-04-13,2024-04-14,2,1,-1.5,1.5,37.27,24.81,171,0.95,5,1,4,196,0.19,0,7.9,5,7,0.265,0,B,0,1,0.51,18.26,171,0,0.0,3122.46,0.0,-1120.05,-35.9,7,0,4.5,0.0,0.0,-1.5
172,DEL_SAL_227,Salami,Deli,STORE_048,Southwest,SUPPLIER_15,2024-01-12,2024-01-18,9,6,2.4,1.6,16.52,8.52,105,0.75,4,0,1,16,0.36,0,10.0,7,5,0.248,1,B,5,0,0.0,16.52,69,36,34.3,1139.88,306.72,245.28,21.5,6,0,8.5,0.5882352941176471,4.0,-1.6
173,BEV_COL_476,Cold Brew Coffee,Beverages,STORE_047,Northeast,SUPPLIER_14,2024-06-15,2024-06-30,15,15,4.8,0.2,2.63,1.53,431,0.4,5,1,6,83,0.37,0,69.2,7,9,0.15,0,A,13,0,0.0,2.63,431,0,0.0,1133.53,0.0,474.1,41.8,6,1,18.5,0.7027027027027027,5.0,-0.20000000000000018
174,SEA_CRA_400,Crab,Seafood,STORE_021,Southeast,SUPPLIER_10,2023-11-25,2023-11-27,2,2,0.7,0.7,19.34,11.23,228,0.95,5,1,11,233,0.27,0,30.3,6,9,0.144,0,B,1,0,0.0,19.34,228,0,0.0,4409.52,0.0,1849.08,41.9,8,0,4.5,0.2222222222222222,0.0,0.7
176,DAI_MIL_787,Milk,Dairy,STORE_033,Southeast,SUPPLIER_06,2024-10-14,2024-10-29,17,15,5.7,1.7,11.53,5.11,321,0.7,0,0,10,19,0.19,2,8.3,4,10,0.152,0,B,15,0,0.0,11.53,321,0,0.0,3701.13,0.0,2060.82,55.7,8,0,17.5,0.8571428571428571,4.0,1.7000000000000002
177,BEV_FRE_229,Fresh Juice,Beverages,STORE_024,Southeast,SUPPLIER_13,2023-03-10,2023-03-22,14,12,5.0,0.0,9.6,3.93,88,0.4,4,0,3,7,0.39,0,60.8,9,5,0.211,0,B,12,0,0.0,9.6,85,3,3.4,816.0,11.79,470.16,57.6,10,0,18.5,0.6486486486486487,5.0,0.0
178,BEV_KOM_480,Kombucha,Beverages,STORE_034,Southeast,SUPPLIER_12,2024-03-30,2024-04-07,9,8,7.9,2.9,5.18,3.08,137,0.4,5,1,3,28,0.26,2,32.9,4,7,0.223,1,C,6,1,0.24,3.94,95,42,30.7,374.3,129.36,-47.66,-12.7,6,0,18.5,0.32432432432432434,5.0,2.9000000000000004
179,MEA_BEE_853,Beef,Meat,STORE_036,Northeast,SUPPLIER_04,2023-07-10,2023-07-17,10,7,0.5,0.5,10.24,4.9,238,0.9,0,0,7,32,0.39,1,34.1,5,7,0.233,1,B,4,1,0.24,7.78,166,72,30.3,1291.48,352.8,125.28,9.7,9,0,6.5,0.6153846153846154,1.0,-0.5
180,PRO_BER_392,Berries,Produce,STORE_008,West,SUPPLIER_05,2024-12-11,2024-12-28,18,17,13.4,5.4,6.97,3.73,470,0.6,2,0,12,31,0.35,4,43.7,8,5,0.27,1,B,14,0,0.0,6.97,329,141,30.0,2293.13,525.93,540.03,23.5,10,0,12.0,1.1666666666666667,8.0,5.4
181,BEV_FRE_929,Fresh Juice,Beverages,STORE_023,Southwest,SUPPLIER_03,2024-11-29,2024-12-11,17,12,6.3,1.3,6.4,3.12,163,0.4,4,0,11,15,0.16,1,71.3,8,8,0.188,0,A,9,0,0.0,6.4,101,62,38.0,646.4,193.44,137.84,21.3,9,0,18.5,0.4864864864864865,5.0,1.2999999999999998
182,SEA_LOB_826,Lobster,Seafood,STORE_024,Southeast,SUPPLIER_17,2024-12-18,2024-12-25,7,7,-1.7,1.7,16.3,11.34,415,0.95,2,0,12,91,0.5,4,23.4,10,5,0.199,0,B,6,0,0.0,16.3,415,0,0.0,6764.5,0.0,2058.4,30.4,9,0,4.5,1.3333333333333333,0.0,-1.7
183,SEA_SHR_909,Shrimp,Seafood,STORE_036,Northeast,SUPPLIER_19,2024-05-20,2024-05-21,2,1,-2.1,2.1,21.65,13.88,292,0.95,0,0,5,241,0.48,0,30.3,4,9,0.262,1,B,0,1,0.61,8.44,204,88,30.1,1721.76,1221.44,-2331.2,-135.4,10,0,4.5,0.0,0.0,-2.1
184,SEA_CRA_188,Crab,Seafood,STORE_046,West,SUPPLIER_16,2023-03-09,2023-03-12,4,3,1.0,1.0,27.45,17.31,431,0.95,3,0,3,173,0.13,1,59.1,8,6,0.246,0,B,2,0,0.0,27.45,428,3,0.7,11748.6,51.93,4287.99,36.5,10,0,4.5,0.4444444444444444,0.0,1.0
